"OBJECTID.x","GEOID","NAME","Total Population","Aggregate Income","Per Capita Income","ACS_VINTAGE","JURISDICTION","CRA_NO","CRA_GRP","GEN_ALIAS","DETL_NAMES","TRACT_LABEL","OBJECTID_12_13_14_15_16","OBJECTID.y","TRACT","TRACTCE10","NAME10","NAMELSAD10","ACRES_TOTA","WATER","SHAPE_Leng","TC_ID","OBJECTID_1","TRACT_1","TRACTCE10_1","GEOID10_1","NAME10_1","NAMELSAD10_1","ACRES_TOTAL","PCT_PEOPLE_OF_COLOR","PTL_PEOPLE_OF_COLOR","PCT_ENGLISH_LESSTHAN_VERY_WELL","PTL_ENGLISH_LESSTHAN_VERY_WELL","PCT_FOREIGN_BORN","PTL_FOREIGN_BORN","PCT_POP_INC_UNDER_200_POVERTY","PTL_POP_INC_UNDER_200_POVERTY","PCT_LESS_BACHELOR_DEGREE","PTL_LESS_BACHELOR_DEGREE","PCT_ADULTNOLEISUREPHYSACTIVITY","PCT_ADULT_WITH_DIABETES","PCT_ADULT_OBESE","PCT_ADULTMENTALHEALTHNOTGOOD","PCT_ADULT_WITH_ASTHMA","PCT_ADULT_WITH_DISABILITIES","PCT_LOW_LIFE_EXPECT_AT_BIRTH","PTL_ADULTNOLEISUREPHYSACTIVITY","PTL_ADULT_DIAGNOSED_DIABETES","PTL_ADULT_OBESE","PTL_ADULTMENTALHEALTHNOTGOOD","PTL_ADULT_WITH_ASTHMA","PTL_ADULT_WITH_DISABILITIES","PTL_LOW_LIFE_EXPECT_AT_BIRTH","COMPOSITE_PERCENTILE","COMPOSITE_QUINTILE","RACE_ELL_ORIGINS_PERCENTILE","RACE_ELL_ORIGINS_QUINTILE","SOCIOECONOMIC_PERCENTILE","SOCIOECONOMIC_QUINTILE","HEALTH_PERCENTILE","HEALTH_QUINTILE","RSE_Priority_Rank","OBJECTID_12","TC_ID_1","Total_A","Can_A","Grass_A","Soil_A","Water_A","Build_A","Road_A","Paved_A","Perv_A","Imperv_A","Can_P","Grass_P","Soil_P","Water_P","Build_P","Road_P","Paved_P","Perv_P","Imperv_P","TC_E_A","TC_Pv_A","TC_Land_A","TC_Pi_A","TC_P_A","TC_E_P","TC_Pv_P","TC_P_P","TC_Pi_P","TC_Land_A_1","Gain","Loss","No_Change","TreeCanopy_2016_Area","TreeCanopy_2021_Area","Change_Area","Change_PercentChange","TreeCanopy_2016_Percent","TreeCanopy_2021_Percent","Change_Percent_AbsDiff","OBJECTID_12_13","OBJECTID_12_13_14","TC_ID_12","OBJECTID_12_13_14_15","TC_ID_12_13","Shape__Area","Shape__Length","maj_TC","Imperv_TC_Diff"
1315,53033002600,"Census Tract 26, King County, Washington",4989,218623300,43821,"5Y15","Seattle",7.3,7,"Ravenna/Bryant","Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",26,2,2,2600,2600,26,"Census Tract 26",307.58442044,0,15936.1370583039,2,52,NA,NA,NA,NA,NA,307.58442044,0.19996009,0.301,0.01747656,0.196,0.11534624,0.361,0.17980443,0.437,0.26623559,0.234,0.119,0.051,0.217,0.09,0.086,0.06034913,0.8528,0.278,0.285,0.428,0.368,0.345,0.127,0.234,0.301,"Second lowest",0.286,"Second lowest",0.324,"Second lowest",0.279,"Second lowest",2,NA,NA,13398378,3626286,3893929,3593,370552,2854186,1956221,693611,7894360,5504018,27.0651119113075,29.0626895285385,0.0268166788547091,2.76564820010303,21.3024740755933,14.6004314850648,5.17682812053817,58.9202663188037,41.0797336811963,3626286,3893929,13027826,697204,4591133,27.8349280992853,29.8893230535931,35.2409757391602,5.35165268556703,NA,487826,476194,3138460,3614654,3626286,11632,0.321801201442794,27.7456422890511,27.8349280992853,0.0892858102341876,NA,NA,NA,NA,NA,13398375.7356873,15936.1363893614,FALSE,-13.244805581911
1316,53033002700,"Census Tract 27, King County, Washington",6027,344147100,57101,"5Y15","Seattle",9.4,9,"Green Lake","Green Lake, Meridian, Roosevelt, Woodland Park",27,25,65,2700,2700,27,"Census Tract 27",393.80500868,0,24129.0791720348,65,78,NA,NA,NA,NA,NA,393.80500868,0.22862726,0.369,0.04191829,0.489,0.12440971,0.399,0.12088091,0.173,0.25751547,0.188,0.115,0.049,0.209,0.088,0.085,0.05212355,0.8395,0.21,0.24,0.285,0.308,0.24,0.052,0.376,0.181,"Lowest",0.429,"Middle",0.121,"Lowest",0.158,"Lowest",1,NA,NA,17154041,4201252,5462676,10703,0,3435428,3006554,1037428,9674631,7479410,24.4913253967389,31.8448346952185,0.0623934616922042,0,20.0269312636014,17.5267973301451,6.04771785260394,56.3985535536495,43.6014464463505,4201252,5462676,17154041,1048131,6510807,24.4913253967389,31.8448346952185,37.9549460095146,6.11011131429615,NA,609608,535134,3591644,4126778,4201252,74474,1.80465244314087,24.0571769648912,24.4913253967389,0.434148431847632,NA,NA,NA,NA,NA,17154143.940094,24129.0779245065,FALSE,-19.1101210496116
1317,53033002800,"Census Tract 28, King County, Washington",4727,221122400,46779,"5Y15","Seattle",9.3,9,"Greenwood/Phinney Ridge","Greenwood, Phinney Ridge, Woodland Park, Crown Hill",28,16,18,2800,2800,28,"Census Tract 28",242.98539587,0,13187.7124890148,18,86,NA,NA,NA,NA,NA,242.98539587,0.11656817,0.023,0.01052396,0.053,0.07458732,0.113,0.17179539,0.407,0.23659391,0.143,0.11,0.044,0.213,0.087,0.085,0.05003772,0.8146,0.12,0.142,0.368,0.27,0.24,0.045,0.632,0.076,"Lowest",0.023,"Lowest",0.219,"Second lowest",0.181,"Lowest",1,NA,NA,10584456,2674195,2943499,0,0,2703714,1577914,685134,5617694,4966762,25.2653041403356,27.8096389649123,0,0,25.5441942410644,14.9078422169264,6.47302043676123,53.0749431052479,46.9250568947521,2674195,2943499,10584456,685134,3628633,25.2653041403356,27.8096389649123,34.2826594016735,6.47302043676123,NA,406730,309554,2267465,2577019,2674195,97176,3.77086858886178,24.3472031061398,25.2653041403356,0.918101034195811,NA,NA,NA,NA,NA,10584443.0950317,13187.7121557798,FALSE,-21.6597527544165
1318,53033002900,"Census Tract 29, King County, Washington",4303,227971200,52980,"5Y15","Seattle",9.3,9,"Greenwood/Phinney Ridge","Greenwood, Phinney Ridge, Woodland Park, Crown Hill",29,17,19,2900,2900,29,"Census Tract 29",243.68167521,0,13366.3195076397,19,101,NA,NA,NA,NA,NA,243.68167521,0.11383619,0.008,0.01323205,0.106,0.07288292,0.098,0.11892642,0.166,0.27051672,0.249,0.115,0.049,0.218,0.088,0.085,0.06093294,0.8345,0.21,0.24,0.458,0.308,0.24,0.135,0.422,0.091,"Lowest",0.031,"Lowest",0.143,"Lowest",0.271,"Second lowest",1,NA,NA,10614780,2868185,2967673,2067,0,2632039,1405323,739493,5837925,4776855,27.0206730615236,27.957932241648,0.0194728482361387,0,24.7959825827761,13.2393040647098,6.96663520110638,54.9980781514078,45.0019218485922,2868185,2967673,10614780,741560,3709233,27.0206730615236,27.957932241648,34.9440402909905,6.98610804934252,NA,407065,330148,2461120,2791268,2868185,76917,2.75562934121697,26.296051354809,27.0206730615236,0.724621706714601,NA,NA,NA,NA,NA,10614772.8429565,13366.3189346803,FALSE,-17.9812487870686
1319,53033003000,"Census Tract 30, King County, Washington",5719,252049000,44072,"5Y15","Seattle",10.2,10,"Whittier Heights","Whittier Heights, Loyal Heights, Crown Hill",30,18,20,3000,3000,30,"Census Tract 30",368.96744741,0,16061.9476208421,20,87,NA,NA,NA,NA,NA,368.96744741,0.1575768,0.136,0.01928783,0.234,0.07628581,0.136,0.13141968,0.249,0.32184179,0.399,0.122,0.052,0.223,0.091,0.086,0.10140406,0.8318,0.345,0.315,0.586,0.421,0.345,0.511,0.474,0.294,"Second lowest",0.143,"Lowest",0.309,"Second lowest",0.444,"Middle",2,NA,NA,16072217,4300265,5065711,9969,0,3511301,2158530,1026441,9375945,6696272,26.7558918598473,31.5184333312573,0.0620262904613595,0,21.8470233446948,13.4301944778371,6.38643069590213,58.336351481566,41.663648518434,4300265,5065711,16072217,1036410,6102121,26.7558918598473,31.5184333312573,37.9668903176208,6.44845698636349,NA,636756,517934,3663509,4181443,4300265,118822,2.84165059765253,26.016591239404,26.7558918598473,0.739300620443338,NA,NA,NA,NA,NA,16072219.6938477,16061.9470515426,FALSE,-14.9077566585867
1320,53033003100,"Census Tract 31, King County, Washington",6223,293687900,47194,"5Y15","Seattle",10.3,10,"Sunset Hill/Loyal Heights","Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",31,19,21,3100,3100,31,"Census Tract 31",530.70314556,0,24381.1524803013,21,121,NA,NA,NA,NA,NA,530.70314556,0.13209976,0.053,0.01664093,0.181,0.0608206,0.023,0.14135872,0.301,0.35051321,0.459,0.12,0.057,0.221,0.088,0.086,0.06983995,0.8468,0.308,0.375,0.533,0.308,0.345,0.203,0.286,0.234,"Second lowest",0.053,"Lowest",0.407,"Middle",0.316,"Second lowest",2,NA,NA,23117453,7278449,7344165,274383,23491,3994895,2832446,1369624,14920488,8196965,31.4846492820814,31.768919352837,1.18690843666904,0.101615865727076,17.280861347485,12.2524137931631,5.92463192203743,64.5420929373145,35.4579070626855,7278449,7344165,23093962,1644007,8988172,31.5166752244591,31.8012344525379,38.9200086152389,7.11877416270106,NA,812949,789337,6465500,7254837,7278449,23612,0.32546561693943,31.4144320493816,31.5166752244591,0.102243175077536,NA,NA,NA,NA,NA,23117426.3442383,24381.1515573753,FALSE,-3.9412318382264
1321,53033003200,"Census Tract 32, King County, Washington",8233,404811000,49169,"5Y15","Seattle",10.3,10,"Sunset Hill/Loyal Heights","Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",32,12,14,3200,3200,32,"Census Tract 32",510.29345855,0,33766.8661128842,14,100,NA,NA,NA,NA,NA,510.29345855,0.17096047,0.173,0.01838879,0.211,0.08571768,0.181,0.16834857,0.369,0.2601786,0.211,0.12,0.058,0.221,0.088,0.086,0.08444444,0.8394,0.308,0.398,0.533,0.308,0.345,0.338,0.384,0.256,"Second lowest",0.151,"Lowest",0.256,"Second lowest",0.384,"Second lowest",2,NA,NA,22228337,5047130,5808849,66861,112410,4905510,2789710,3497867,11035250,11193087,22.7058371483211,26.1326297149445,0.300791732642887,0.505705847450486,22.0687224599843,12.5502416127666,15.7360714838901,49.6449644433589,50.3550355566411,5047130,5808849,22115927,3564728,9373577,22.8212455213838,26.265455660077,42.3838304403881,16.118374780311,NA,741621,634566,4305509,4940075,5047130,107055,2.16707236226171,22.3371826105232,22.8212455213838,0.484062910860576,NA,NA,NA,NA,NA,22228380.7737122,33766.8618761067,FALSE,-27.5337900352573
1322,53033003300,"Census Tract 33, King County, Washington",6572,314677600,47882,"5Y15","Seattle",10.2,10,"Whittier Heights","Whittier Heights, Loyal Heights, Crown Hill",33,15,17,3300,3300,33,"Census Tract 33",320.32049519,0,16129.6803472402,17,22,NA,NA,NA,NA,NA,320.32049519,0.15677901,0.121,0.0248854,0.316,0.06725637,0.068,0.11688113,0.136,0.29706625,0.316,0.112,0.043,0.215,0.09,0.086,0.05427062,0.8479,0.15,0.105,0.398,0.368,0.345,0.082,0.279,0.128,"Lowest",0.136,"Lowest",0.166,"Lowest",0.166,"Lowest",1,NA,NA,13953154,3314007,3722023,8912,0,3602854,1861922,1443436,7044942,6908212,23.7509526519954,26.6751373918757,0.0638708638921351,0,25.8210724256322,13.3440941023083,10.3448725642962,50.4899609077632,49.5100390922368,3314007,3722023,13953154,1452348,5174371,23.7509526519954,26.6751373918757,37.0838808200641,10.4087434281884,NA,457005,453200,2857002,3310202,3314007,3805,0.114947667846252,23.7236828318529,23.7509526519954,0.0272698201424575,NA,NA,NA,NA,NA,13953159.4393921,16129.679679923,FALSE,-25.7590864402414
1323,53033003400,"Census Tract 34, King County, Washington",3587,181626300,50635,"5Y15","Seattle",9.3,9,"Greenwood/Phinney Ridge","Greenwood, Phinney Ridge, Woodland Park, Crown Hill",34,14,16,3400,3400,34,"Census Tract 34",194.49775167,0,12629.3222581997,16,38,NA,NA,NA,NA,NA,194.49775167,0.13169281,0.046,0.01081239,0.068,0.0624662,0.038,0.08274743,0.053,0.24621785,0.158,0.102,0.044,0.208,0.081,0.084,0.05765271,0.837,0.015,0.142,0.255,0.09,0.135,0.09,0.407,0.008,"Lowest",0.008,"Lowest",0.061,"Lowest",0.098,"Lowest",1,NA,NA,8472328,2409448,2392936,2327,0,2020689,1059634,587294,4804711,3667617,28.4390311612109,28.2441378567969,0.0274658865898487,0,23.8504576310077,12.5069992568749,6.93190820751982,56.7106349045976,43.2893650954023,2409448,2392936,8472328,589621,2982557,28.4390311612109,28.2441378567969,35.2035119509065,6.95937409410967,NA,321004,311502,2088444,2399946,2409448,9502,0.395925574992104,28.3268778073748,28.4390311612109,0.112153353836156,NA,NA,NA,NA,NA,8472320.5776062,12629.3212660094,FALSE,-14.8503339341914
1324,53033003500,"Census Tract 35, King County, Washington",3960,194280900,49061,"5Y15","Seattle",9.3,9,"Greenwood/Phinney Ridge","Greenwood, Phinney Ridge, Woodland Park, Crown Hill",35,13,15,3500,3500,35,"Census Tract 35",317.45244839,0,16634.3481234398,15,120,NA,NA,NA,NA,NA,317.45244839,0.19559229,0.294,0.02272727,0.286,0.08464813,0.166,0.13583376,0.279,0.2560154,0.181,0.119,0.057,0.219,0.087,0.086,0.08929119,0.8409,0.278,0.375,0.496,0.27,0.345,0.383,0.354,0.249,"Second lowest",0.249,"Second lowest",0.173,"Lowest",0.369,"Second lowest",2,NA,NA,13828194,4923837,3707500,19377,3454,2444507,1826648,902871,8654168,5174026,35.6072311395111,26.8111656518559,0.140126758418344,0.024977954460286,17.6777025257239,13.2095919394825,6.52920403054802,62.5835015042456,37.4164984957544,4923837,3707500,13824740,922248,4629748,35.6161273195735,26.8178642057644,33.4888612733404,6.67099706757595,NA,477832,501435,4446005,4947440,4923837,-23603,-0.477075012531734,35.786857474354,35.6161273195735,-0.170730154780493,NA,NA,NA,NA,NA,13828226.6664429,16634.3471333968,FALSE,-1.8003711761809
1325,53033003600,"Census Tract 36, King County, Washington",6122,300264500,49047,"5Y15","Seattle",9.4,9,"Green Lake","Green Lake, Meridian, Roosevelt, Woodland Park",36,54,95,3600,3600,36,"Census Tract 36",295.63260503,0,17738.0446867492,95,106,NA,NA,NA,NA,NA,295.63260503,0.22959585,0.376,0.02151228,0.271,0.12470514,0.407,0.27647432,0.625,0.20338633,0.061,0.113,0.044,0.198,0.086,0.085,0.11176576,0.8331,0.157,0.142,0.06,0.233,0.24,0.616,0.444,0.309,"Second lowest",0.354,"Second lowest",0.346,"Second lowest",0.226,"Second lowest",2,NA,NA,12877723,2903085,3089939,4373,0,3112231,2938025,830070,5997397,6880326,22.5434651762583,23.9944515035771,0.0339578666197433,0,24.1675566402539,22.8147864339061,6.44578237938493,46.5718745464551,53.4281254535449,2903085,3089939,12877723,834443,3924382,22.5434651762583,23.9944515035771,30.4741917495818,6.47974024600467,NA,389114,366101,2513971,2880072,2903085,23013,0.799042523936902,22.3647612237039,22.5434651762583,0.178703952554343,NA,NA,NA,NA,NA,12877755.3920898,17738.0436834316,FALSE,-30.8846602772866
1326,53033003800,"Census Tract 38, King County, Washington",2165,107578400,49690,"5Y15","Seattle",7.3,7,"Ravenna/Bryant","Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",38,56,97,3800,3800,38,"Census Tract 38",154.33405404,0,10392.5315540704,97,81,NA,NA,NA,NA,NA,154.33405404,0.24368569,0.422,0.05121704,0.572,0.12909261,0.452,0.13134187,0.234,0.27793296,0.271,0.13,0.064,0.217,0.091,0.086,0.11595935,0.865,0.473,0.503,0.428,0.421,0.345,0.661,0.091,0.369,"Second lowest",0.482,"Middle",0.204,"Second lowest",0.407,"Middle",2,NA,NA,6722575,1994827,2283714,56217,0,1437503,778241,172073,4334758,2387817,29.6735551481389,33.9708221923891,0.83624206498254,0,21.3832199715139,11.5765313142657,2.55962930870983,64.4806194055105,35.5193805944895,1994827,2283714,6722575,228290,2512004,29.6735551481389,33.9708221923891,37.3666935660815,3.39587137369237,NA,244240,234039,1750587,1984626,1994827,10201,0.51400112666064,29.5218126982592,29.6735551481389,0.151742449879695,NA,NA,NA,NA,NA,6722791.06414795,10392.5312260467,FALSE,-5.8458254463506
1327,53033003900,"Census Tract 39, King County, Washington",3080,145200500,47143,"5Y15","Seattle",7.4,7,"Wedgwood/View Ridge","Wedgwood, View Ridge, Bryant, Matthews Beach",39,55,96,3900,3900,39,"Census Tract 39",240.61834206,0,13200.9092050906,96,80,NA,NA,NA,NA,NA,240.61834206,0.21407432,0.331,0.04490378,0.512,0.14699112,0.534,0.13271707,0.264,0.28558352,0.294,0.121,0.064,0.202,0.078,0.081,0.05319149,0.8832,0.33,0.503,0.15,0.045,0.007,0.067,0.023,0.211,"Second lowest",0.437,"Middle",0.241,"Second lowest",0.083,"Lowest",2,NA,NA,10481515,2789785,3830212,50428,0,2127323,1294802,388965,6670425,3811090,26.6162382060227,36.5425417985854,0.48111365580262,0,20.2959495836241,12.3531951249414,3.71096163102376,63.6398936604107,36.3601063395893,2789785,3830212,10481515,439393,4269605,26.6162382060227,36.5425417985854,40.7346170854118,4.19207528682638,NA,356075,334372,2433710,2768082,2789785,21703,0.784044692317641,26.4091784441467,26.6162382060227,0.207059761876028,NA,NA,NA,NA,NA,10481333.8360291,13200.9085431686,FALSE,-9.7438681335666
1328,53033004000,"Census Tract 40, King County, Washington",3125,170472800,54551,"5Y15","Seattle",7.5,7,"Laurelhurst/Sand Point","Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",40,50,90,4000,4000,40,"Census Tract 40",613.49153564,0,28199.5746102572,90,126,NA,NA,NA,NA,NA,613.49153564,0.30378096,0.564,0.05844156,0.602,0.14863103,0.542,0.26136364,0.594,0.2,0.053,0.129,0.069,0.218,0.087,0.087,0.11976048,0.8678,0.466,0.609,0.458,0.27,0.458,0.706,0.053,0.474,"Middle",0.594,"Second highest",0.309,"Second lowest",0.452,"Middle",3,NA,NA,26723761,6083015,12184612,118349,375376,2970892,1810547,3180970,18761352,7962409,22.7625707324654,45.5946750908302,0.442860568914682,1.40465258613861,11.1170429940606,6.7750456232564,11.9031524043341,70.2047589783489,29.7952410216511,6083015,12184612,26348385,3299319,15483931,23.0868609214569,46.2442460894662,58.7661482857488,12.5219021962826,NA,898133,735034,5184882,5919916,6083015,163099,2.75508976816563,22.4678514451645,23.0868609214569,0.61900947629238,NA,NA,NA,NA,NA,26723688.7258911,28199.5732400631,FALSE,-6.7083801001942
1329,53033004100,"Census Tract 41, King County, Washington",7868,552801900,70260,"5Y15","Seattle",7.5,7,"Laurelhurst/Sand Point","Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",41,42,82,4100,4100,41,"Census Tract 41",787.83067595,0,35293.1619894961,82,5,NA,NA,NA,NA,NA,787.83067595,0.16444221,0.158,0.04552694,0.519,0.15033996,0.549,0.11862052,0.158,0.1807973,0.038,0.113,0.06,0.201,0.077,0.082,0.07795925,0.8835,0.157,0.451,0.127,0.037,0.037,0.27,0.016,0.136,"Lowest",0.361,"Second lowest",0.053,"Lowest",0.076,"Lowest",1,NA,NA,34317938,12279205,10475550,65537,78865,6219962,3387215,1811604,22899157,11418781,35.7807191096388,30.5249983259484,0.190970098494845,0.229806930707783,18.124521350904,9.87010058704576,5.27888359726042,66.7264944647898,33.2735055352102,12279205,10475550,34239073,1877141,12352691,35.8631350796209,30.595308465273,36.0777612174255,5.48245275215249,NA,1332399,1352372,10946806,12299178,12279205,-19973,-0.16239296642426,35.9214690187436,35.8631350796209,-0.0583339391227113,NA,NA,NA,NA,NA,34317899.6573181,35293.1603652309,FALSE,2.58962954441071
1330,53033004200,"Census Tract 42, King County, Washington",8176,464428400,56804,"5Y15","Seattle",7.3,7,"Ravenna/Bryant","Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",42,47,87,4200,4200,42,"Census Tract 42",608.83259931,0,23930.3293406803,87,42,NA,NA,NA,NA,NA,608.83259931,0.17430422,0.188,0.03907867,0.467,0.11972169,0.369,0.13810895,0.294,0.2064635,0.068,0.109,0.055,0.203,0.079,0.083,0.06376409,0.8735,0.105,0.345,0.187,0.06,0.082,0.15,0.031,0.128,"Lowest",0.316,"Second lowest",0.121,"Lowest",0.046,"Lowest",1,NA,NA,26520681,8453466,8887156,15932,0,5056627,3223090,884410,17356554,9164127,31.8749959701261,33.5102858029928,0.0600738721603718,0,19.0667313558049,12.1531192958431,3.33479370307271,65.4453556452792,34.5546443547208,8453466,8887156,26520681,900342,9787498,31.8749959701261,33.5102858029928,36.9051533782258,3.39486757523308,NA,1029505,971025,7423961,8394986,8453466,58480,0.696606283798448,31.6544888119577,31.8749959701261,0.220507158168378,NA,NA,NA,NA,NA,26520745.9179382,23930.3283559582,FALSE,-2.6796483845947
1331,53033004301,"Census Tract 43.01, King County, Washington",3548,168675200,47541,"5Y15","Seattle",7.3,7,"Ravenna/Bryant","Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",43.01,48,88,4301,4301,43.01,"Census Tract 43.01",241.99065289,0,17201.3709272383,88,105,NA,NA,NA,NA,NA,241.99065289,0.2674482,0.489,0.03659942,0.414,0.18484188,0.625,0.38605162,0.813,0.25816282,0.196,0.124,0.051,0.2,0.096,0.088,0.08291708,0.8509,0.406,0.285,0.082,0.518,0.533,0.323,0.264,0.482,"Middle",0.512,"Middle",0.542,"Middle",0.324,"Second lowest",3,NA,NA,10541082,3686485,2507086,13693,0,2516279,1020456,797083,6207264,4333818,34.9725483588876,23.783953108419,0.129901275789335,0,23.8711642694744,9.68075193798891,7.56168104944066,58.886402743096,41.113597256904,3686485,2507086,10541082,810776,3317862,34.9725483588876,23.783953108419,31.475535433649,7.69158232522999,NA,354011,446476,3332474,3778950,3686485,-92465,-2.44684369996957,35.8497353497487,34.9725483588876,-0.877186990861091,NA,NA,NA,NA,NA,10541111.4552307,17201.3696244699,FALSE,-6.1410488980164
1332,53033004302,"Census Tract 43.02, King County, Washington",3703,47274300,12766,"5Y15","Seattle",7.3,7,"Ravenna/Bryant","Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",43.02,49,89,4302,4302,43.02,"Census Tract 43.02",81.71674016,0,8012.1772401786,89,7,NA,NA,NA,NA,NA,81.71674016,0.42860899,0.737,0.1683063,0.828,0.32763608,0.88,0.65197935,0.978,0.32511924,0.414,0.159,0.04,0.202,0.145,0.107,0.0834017,0.8312,0.721,0.052,0.15,0.962,0.969,0.33,0.489,0.715,"Second highest",0.813,"Highest priority/Most disadvantaged",0.7,"Second highest",0.572,"Middle",4,NA,NA,3559578,1036438,749297,0,0,967154,478011,328678,1785735,1773843,29.1168784614356,21.0501638115529,0,0,27.170467959966,13.4288671297553,9.23362263729015,50.1670422729885,49.8329577270115,1036438,749297,3559578,328678,1077975,29.1168784614356,21.0501638115529,30.2837864488431,9.23362263729015,NA,97442,178544,938996,1117540,1036438,-81102,-7.25718989924298,31.3952946107657,29.1168784614356,-2.27841614933006,NA,NA,NA,NA,NA,3559580.4710083,8012.17627055337,FALSE,-20.7160792655759
1333,53033004400,"Census Tract 44, King County, Washington",6607,208800300,31603,"5Y15","Seattle",7.2,7,"University District","University District, Cowen Park, Ravenna",44,51,91,4400,4400,44,"Census Tract 44",244.59580337,0,13317.8982382643,91,59,NA,NA,NA,NA,NA,244.59580337,0.29924297,0.549,0.0462691,0.542,0.13126696,0.459,0.50588928,0.918,0.22213024,0.091,0.126,0.04,0.201,0.112,0.096,0.09285499,0.8942,0.428,0.052,0.127,0.759,0.857,0.406,0.008,0.504,"Middle",0.557,"Middle",0.542,"Middle",0.376,"Second lowest",3,NA,NA,10654610,3774983,2233046,14086,0,2497117,1557919,577459,6022115,4632495,35.4305131769253,20.9584958998969,0.132205683736899,0,23.4369629672039,14.6220180748052,5.41980419743191,56.521214760559,43.478785239441,3774983,2233046,10654610,591545,2824591,35.4305131769253,20.9584958998969,26.5105057810657,5.55200988116881,NA,356044,396614,3418939,3815553,3774983,-40570,-1.0632796871122,35.8112873206997,35.4305131769253,-0.380774143774389,NA,NA,NA,NA,NA,10654592.6272888,13317.8975666496,FALSE,-8.0482720625157
1334,53033004500,"Census Tract 45, King County, Washington",3052,127556900,41795,"5Y15","Seattle",11.2,11,"Wallingford","Wallingford, Meridian, Northlake, University District",45,52,92,4500,4500,45,"Census Tract 45",165.79750953,0,11018.3015326689,92,127,NA,NA,NA,NA,NA,165.79750953,0.20378989,0.309,0.01421464,0.136,0.0724734,0.091,0.24395973,0.564,0.28632887,0.301,0.121,0.04,0.214,0.104,0.092,0.05823371,0.83,0.33,0.052,0.375,0.661,0.721,0.097,0.512,0.354,"Second lowest",0.181,"Lowest",0.467,"Middle",0.399,"Middle",2,NA,NA,7222126,1838076,2056681,7580,0,1498793,1504549,316447,3902337,3319789,25.4506221575198,28.4775009463972,0.104955244480642,0,20.752794952622,20.8324944760033,4.381632222977,54.0330783483977,45.9669216516023,1838076,2056681,7222126,324027,2380708,25.4506221575198,28.4775009463972,32.9640884138549,4.48658746745764,NA,236581,223201,1601495,1824696,1838076,13380,0.733272830104302,25.2653581507717,25.4506221575198,0.185264006748149,NA,NA,NA,NA,NA,7222138.74887085,11018.3008571943,FALSE,-20.5162994940825
1335,53033004600,"Census Tract 46, King County, Washington",3464,199285900,57531,"5Y15","Seattle",9.4,9,"Green Lake","Green Lake, Meridian, Roosevelt, Woodland Park",46,53,94,4600,4600,46,"Census Tract 46",382.24270702,0,40944.7510816396,94,60,NA,NA,NA,NA,NA,382.24270702,0.11576902,0.016,0.0176108,0.204,0.06579678,0.053,0.12493059,0.211,0.22725612,0.106,0.107,0.047,0.206,0.083,0.084,0.04221002,0.8431,0.09,0.218,0.225,0.127,0.135,0.022,0.309,0.038,"Lowest",0.038,"Lowest",0.098,"Lowest",0.091,"Lowest",1,NA,NA,16650480,6531708,5888693,104799,11516,1980367,1650597,482800,12536716,4113764,39.228346570189,35.3665059505792,0.629405278406388,0.0691631712719393,11.8937532131206,9.91320970926964,2.89961610716328,75.2934209704465,24.7065790295535,6531708,5888693,16638964,587599,6476292,39.2554969167552,35.3909834770963,38.9224473350625,3.53146385796616,NA,538783,550306,5992925,6543231,6531708,-11523,-0.176105657892867,39.324750026504,39.2554969167552,-0.0692531097488924,NA,NA,NA,NA,NA,16650490.3276978,40944.7480515858,FALSE,14.5489178872017
1336,53033004700,"Census Tract 47, King County, Washington",8395,445107600,53021,"5Y15","Seattle",10.4,10,"Ballard","Ballard, West Woodland, Adams",47,11,12,4700,4700,47,"Census Tract 47",490.84574314,0,22313.9948711802,12,2,NA,NA,NA,NA,NA,490.84574314,0.18128385,0.211,0.03845224,0.444,0.10556644,0.294,0.17024221,0.384,0.33006957,0.437,0.117,0.044,0.21,0.092,0.086,0.10528297,0.811,0.24,0.142,0.315,0.451,0.345,0.533,0.655,0.384,"Second lowest",0.301,"Second lowest",0.437,"Middle",0.391,"Second lowest",2,NA,NA,21381167,2548427,2609027,17260,9268,6836304,3408157,5952724,5183982,16197185,11.919026683623,12.2024536827199,0.0807252475975703,0.0433465582117197,31.9734839543604,15.939995230382,27.8409686431054,24.2455521721522,75.7544478278477,2548427,2609027,21371899,5969984,8579011,11.9241954119285,12.2077453201515,40.1415475526999,27.9338022325484,NA,380861,325460,2167566,2493026,2548427,55401,2.22223915835615,11.6649718398913,11.9241954119285,0.259223572037282,NA,NA,NA,NA,NA,21381237.5576477,22313.9936392787,FALSE,-63.8302524159192
